,x,y
0,0.4754892462058923,0.131905624192167
1,0.9638829569740481,0.32186653075583804
2,0.2982884184263792,0.10711440377514325
3,0.5484555911704158,0.5672278881846923
4,0.8556210551373766,0.3605212401985811
5,0.20770006572773203,0.8327298607431907
6,0.9814905775312757,0.7223746319095778
7,0.717364670993113,0.7690195365399345
8,0.27496045698892824,0.4610472404115459
9,0.4980048247885551,0.5451862245608443
10,0.5620619884304946,0.3991740071086014
11,0.15257069096761144,0.7407039154809171
12,0.24090598087565296,0.6969957483921928
13,0.04203800721826456,0.6201345600872938
14,0.034694232307134754,0.2235677829145064
15,0.5664465724378902,0.1596373647999404
16,0.8750087696127569,0.6725333664401542
17,0.4725399617120284,0.553326525536929
18,0.5952679958548509,0.7496378189694106
19,0.9870143613396338,0.5686750198919571
20,0.9895425361163924,0.875622278613075
21,0.7102377466869946,0.6072652084944168
22,0.48029601121696874,0.7459187523957316
23,0.24578662632402137,0.08276156751443287
24,0.6573193913201524,0.8714209665074067
25,0.6523701186920315,0.7348147894335434
26,0.3991679053899684,0.7166441132542134
27,0.4964779922251882,0.24443801515698027
28,0.5486470739516622,0.44538645516362996
29,0.8482900720762119,0.8814000130729075
30,0.46145515915922386,0.003129269784869382
31,0.434001279347372,0.10179422749441636
32,0.8701546676526928,0.9613901887560313
33,0.7606479857817479,0.6659302336637077
34,0.7164321104859951,0.1281484540269724
35,0.9717189073358927,0.9046469447332509
36,0.013143798782648819,0.3723304864601493
37,0.14919907885067807,0.17459907055393953
38,0.31521666897957334,0.2692068003025003
39,0.16635205341699,0.6661501908786851
40,0.3571487693666605,0.2387235324806274
41,0.6442929053289054,0.43329579642804883
42,0.4689167137668764,0.7035424527066555
43,0.37244687607896143,0.8075693835987691
44,0.7865290195971222,0.475495866523692
45,0.18121368050198705,0.950008857118032
46,0.5787150300515446,0.3018899130949594
47,0.9990648926787551,0.013784741642703935
48,0.8546933637098265,0.7931180590328611
49,0.06192490046853649,0.25624396947677175
50,0.6361980352269262,0.4753915423698394
51,0.30738546810420486,0.5971979682019145
52,0.7908236767089339,0.9752299570154066
53,0.42788535244857306,0.25228691141990134
54,0.5138863998694424,0.1424594985300589
55,0.4602255888370985,0.4258437869684484
56,0.6469078590264534,0.6091856326863795
57,0.42316558524998826,0.5725074461602332
58,0.2994907737210908,0.5704310677846993
59,0.6485476611128447,0.9844356271896806
60,0.2359398434348523,0.6796740987278603
61,0.9974729175694022,0.05757529538220196
62,0.3570633199042407,0.31743384700867516
63,0.33535861148502766,0.43392370146425185
64,0.4010639066117071,0.9967107017481219
65,0.6457101704487022,0.5743093270706953
66,0.379760072311065,0.13361577777652467
67,0.2629773789850104,0.3050866722751321
68,0.6700519056789507,0.3300593528012721
69,0.6768430256551046,0.4493456417980314
70,0.9433947839811607,0.7155859459052658
71,0.8528596934507927,0.8165127827299062
72,0.2381074720982599,0.1981530147589312
73,0.9064322984934802,0.46458818512607736
74,0.34419425396030023,0.6593451650593225
75,0.35368359281025485,0.675802396858831
76,0.2812882762047444,0.556516207818393
77,0.918449070198271,0.9870991700347206
78,0.36927649290961817,0.8673756511405221
79,0.5839244220569165,0.40917766603109795
80,0.6761888452772433,0.3481082508491611
81,0.5931570263594483,0.989568677130002
82,0.5569451094635708,0.7205136548281182
83,0.02720322992647728,0.5317172705334301
84,0.009453882228757537,0.8709137789273017
85,0.4781943780395572,0.563636179345612
86,0.6550642526554666,0.8319595383610171
87,0.8722722818766155,0.9252270605951253
88,0.6638422118426678,0.8541443233082031
89,0.9601487196994287,0.687398532964717
90,0.7075190869400184,0.7213418925913924
91,0.6426480319320288,0.7152922103335855
92,0.24401096521180643,0.7755374249381018
93,0.7759566414338352,0.6294651431818232
94,0.2518711651248451,0.1615732785441446
95,0.8078807744396547,0.1330856004030465
96,0.6176345530757976,0.23758190035263005
97,0.5798550241521132,0.2138932257889915
98,0.9831420082470561,0.1454678713644214
99,0.01854433532831634,0.732159946647629
